Shipment_ID,Region,Transport_Mode,Priority,Distance_km,Shipment_Volume_kg,Traffic_Index,Weather_Risk_Index,Warehouse_Load_pct,Vehicle_Utilization_pct,Daily_Orders,Delivery_Time_days,Transportation_Cost,Promised_Days,Late_Flag
SHP1503,West,Rail,Standard,156.8,453.7,58.3,38.2,54.2,64.7,215,11.91,255.04,5.0,1
SHP1504,South,Rail,Standard,592.9,689.6,62.5,25.1,66.5,52.2,130,14.0,624.98,5.0,1
SHP1505,East,Road,Standard,372.1,584.4,40.2,28.4,46.9,68.6,254,11.85,371.68,5.0,1
SHP1506,West,Rail,Express,336.4,95.6,53.7,24.4,40.0,87.9,219,4.83,348.02,3.5,1
SHP1507,South,Road,Standard,220.9,593.2,53.3,32.8,78.4,77.5,379,10.11,318.19,5.0,1
SHP1508,West,Road,Standard,700.0,520.5,15.1,11.7,57.5,96.2,305,11.61,648.23,5.0,1
SHP1509,South,Air,Express,182.8,148.2,51.0,0.0,80.2,74.1,256,5.03,400.76,3.5,1
SHP1510,North,Road,Standard,125.2,334.5,52.2,14.4,83.5,100.0,226,8.55,248.68,5.0,1
SHP1511,North,Road,Express,160.4,544.3,52.1,22.5,59.3,74.1,221,5.29,277.16,3.5,1
SHP1512,West,Road,Standard,431.5,462.6,80.5,19.2,76.3,72.3,145,10.22,425.12,5.0,1
SHP1513,North,Road,Express,257.5,183.6,33.1,20.2,58.7,56.6,97,7.47,270.95,3.5,1
SHP1514,South,Air,Express,235.6,471.6,40.2,28.6,42.2,85.3,153,1.0,392.42,3.5,0
SHP1515,South,Air,Standard,184.5,80.0,10.0,21.1,69.7,66.0,207,6.47,346.71,5.0,1
SHP1516,North,Road,Express,228.4,346.6,46.3,24.4,61.4,64.2,73,5.3,249.15,3.5,1
SHP1517,South,Road,Standard,176.7,550.7,47.9,10.5,61.8,87.4,175,6.08,234.41,5.0,1
SHP1518,East,Rail,Standard,354.4,382.8,45.8,9.2,95.7,85.9,194,13.42,367.04,5.0,1
SHP1519,North,Road,Standard,208.5,305.2,74.9,30.9,46.6,85.6,196,9.54,270.93,5.0,1
SHP1520,West,Air,Express,162.3,513.4,70.5,18.8,73.4,67.7,167,5.66,435.66,3.5,1
SHP1521,West,Rail,Standard,411.6,526.2,56.4,13.0,54.1,71.4,188,10.85,445.4,5.0,1
SHP1522,South,Road,Standard,127.9,576.5,48.3,13.0,80.7,71.3,322,9.91,151.93,5.0,1
SHP1523,North,Rail,Standard,259.6,511.2,73.5,12.8,72.2,81.4,253,12.46,334.68,5.0,1
SHP1524,East,Road,Standard,58.9,542.2,54.6,12.3,73.3,90.6,174,7.29,120.86,5.0,1
SHP1525,North,Road,Standard,94.4,489.9,40.3,7.7,54.8,76.4,206,4.83,190.95,5.0,0
SHP1526,South,Road,Standard,194.9,419.8,24.1,6.0,57.3,95.7,208,5.84,249.93,5.0,1
SHP1527,West,Road,Standard,174.6,393.4,47.1,16.4,81.0,82.8,160,8.22,246.72,5.0,1
SHP1528,West,Rail,Express,174.5,344.4,68.6,13.3,92.8,69.2,160,8.38,261.75,3.5,1
SHP1529,West,Rail,Standard,374.0,198.1,95.0,26.9,74.7,81.9,276,10.91,449.37,5.0,1
SHP1530,South,Air,Standard,386.3,236.7,56.1,20.3,55.4,92.5,183,5.04,524.73,5.0,1
SHP1531,East,Air,Express,289.3,337.7,41.2,20.1,72.7,96.0,139,6.98,427.54,3.5,1
SHP1532,East,Road,Standard,123.4,416.2,33.7,12.1,100.0,86.2,207,7.76,218.04,5.0,1
SHP1533,South,Road,Express,227.3,596.1,64.9,17.0,69.4,72.3,218,8.05,329.43,3.5,1
SHP1534,East,Rail,Standard,638.8,373.7,23.2,20.9,88.5,69.4,82,14.0,599.08,5.0,1
SHP1535,North,Air,Express,700.0,530.5,64.9,23.7,57.6,78.9,207,7.29,757.3,3.5,1
SHP1536,North,Road,Express,413.8,541.9,69.7,17.2,67.4,92.1,266,8.58,470.22,3.5,1
SHP1537,East,Road,Express,126.6,345.3,62.9,26.6,76.7,77.2,239,7.22,199.39,3.5,1
SHP1538,North,Road,Standard,228.5,469.2,51.0,18.1,73.6,77.5,355,9.46,305.01,5.0,1
SHP1539,North,Road,Standard,278.4,343.5,65.2,24.3,57.3,72.6,291,10.83,303.97,5.0,1
SHP1540,West,Rail,Express,254.7,578.3,58.1,14.1,56.7,68.1,304,6.73,339.42,3.5,1
SHP1541,West,Road,Standard,437.9,475.4,41.0,3.5,81.8,70.1,392,11.17,331.07,5.0,1
SHP1542,East,Rail,Standard,364.9,201.4,88.3,20.1,84.7,73.6,259,14.0,418.11,5.0,1
SHP1543,West,Rail,Standard,122.1,404.2,48.7,23.8,89.2,92.6,221,9.02,242.23,5.0,1
SHP1544,West,Rail,Express,164.8,627.2,69.0,22.6,93.3,69.1,273,9.18,284.27,3.5,1
SHP1545,North,Road,Standard,412.8,352.8,11.5,21.4,69.9,72.6,174,9.61,426.92,5.0,1
SHP1546,South,Road,Standard,513.1,447.2,78.0,15.2,63.6,61.6,217,12.45,457.97,5.0,1
SHP1547,South,Rail,Express,280.4,461.9,81.4,11.5,86.9,80.6,168,11.41,359.64,3.5,1
SHP1548,North,Rail,Standard,548.0,224.5,55.5,22.4,78.0,88.4,236,14.0,493.28,5.0,1
SHP1549,West,Road,Standard,262.3,456.6,65.1,21.4,54.2,91.5,168,5.93,297.28,5.0,1
SHP1550,South,Air,Standard,136.7,170.9,65.1,13.5,53.5,74.4,165,6.75,412.03,5.0,1
SHP1551,South,Road,Standard,346.6,286.2,43.4,26.9,74.9,78.9,237,11.79,397.22,5.0,1
SHP1552,North,Air,Standard,700.0,541.4,64.8,10.9,65.5,70.2,201,11.14,754.61,5.0,1
SHP1553,North,Road,Express,103.8,433.5,40.4,13.3,67.6,78.3,85,2.07,160.53,3.5,0
SHP1554,West,Road,Express,536.7,334.3,44.0,31.1,83.0,75.8,115,8.9,437.47,3.5,1
SHP1555,North,Road,Standard,335.6,447.0,75.3,24.9,78.6,72.7,135,10.1,421.3,5.0,1
SHP1556,North,Road,Standard,158.6,371.0,72.5,15.1,86.6,73.7,153,6.33,287.77,5.0,1
SHP1557,South,Road,Standard,60.0,381.9,42.3,20.3,41.0,77.4,237,5.58,151.18,5.0,1
SHP1558,South,Road,Express,42.4,478.5,41.8,19.2,71.5,68.5,224,3.34,98.93,3.5,0
SHP1559,East,Road,Express,174.2,270.9,43.4,0.0,77.7,69.1,279,7.97,181.69,3.5,1
SHP1560,South,Rail,Express,305.3,386.1,68.2,10.7,46.6,92.5,259,9.61,386.17,3.5,1
SHP1561,North,Road,Standard,396.3,333.2,37.0,17.6,58.8,100.0,280,6.45,395.31,5.0,1
SHP1562,North,Rail,Standard,447.5,142.2,61.4,15.1,56.2,57.5,250,12.81,385.07,5.0,1
SHP1563,West,Rail,Standard,290.0,241.9,68.4,20.0,68.3,56.9,224,10.84,350.86,5.0,1
SHP1564,East,Road,Standard,264.6,615.2,53.4,27.0,90.8,60.5,281,12.1,373.49,5.0,1
SHP1565,East,Road,Standard,198.9,437.7,73.2,15.4,96.3,70.8,270,10.0,272.57,5.0,1
SHP1566,East,Air,Standard,309.5,181.5,49.5,9.5,56.6,82.7,234,6.17,532.16,5.0,1
SHP1567,West,Rail,Express,160.1,148.9,51.2,20.6,75.4,79.1,293,6.73,275.84,3.5,1
SHP1568,North,Road,Standard,107.7,363.2,37.4,15.4,75.8,74.1,70,5.33,143.92,5.0,1
SHP1569,South,Rail,Standard,255.2,614.2,73.3,16.8,73.4,78.3,191,11.74,353.02,5.0,1
SHP1570,East,Road,Express,379.5,352.0,41.2,15.7,73.6,63.7,190,9.24,365.02,3.5,1
SHP1571,South,Road,Standard,92.1,576.0,61.3,35.9,72.3,69.1,285,8.47,171.16,5.0,1
SHP1572,West,Rail,Express,174.3,432.8,53.7,0.1,91.6,71.8,312,7.83,246.7,3.5,1
SHP1573,South,Road,Standard,249.6,450.7,36.0,14.9,83.4,53.0,116,8.36,334.73,5.0,1
SHP1574,West,Rail,Express,246.6,179.6,44.0,18.0,53.2,58.1,302,11.93,272.97,3.5,1
SHP1575,West,Road,Standard,330.6,520.6,79.9,11.8,79.1,58.5,134,8.11,418.1,5.0,1
SHP1576,South,Rail,Standard,628.9,329.8,58.6,25.2,80.5,81.2,136,14.0,573.26,5.0,1
SHP1577,West,Road,Standard,42.8,509.5,36.8,24.5,72.4,74.9,195,10.77,144.37,5.0,1
SHP1578,East,Road,Standard,644.3,257.9,60.5,17.6,83.8,79.3,189,14.0,581.44,5.0,1
SHP1579,West,Road,Standard,613.6,406.6,52.4,15.8,70.6,49.9,109,9.1,520.77,5.0,1
SHP1580,South,Road,Standard,399.9,432.8,95.0,17.1,70.8,54.2,252,13.0,456.13,5.0,1
SHP1581,South,Rail,Standard,277.4,356.9,60.1,17.2,69.7,80.0,254,10.23,280.75,5.0,1
SHP1582,East,Road,Express,162.2,440.7,48.1,17.4,39.7,40.0,279,8.25,248.25,3.5,1
SHP1583,North,Road,Standard,397.2,340.0,80.6,16.5,66.9,86.7,182,9.48,329.91,5.0,1
SHP1584,South,Road,Standard,285.7,282.6,21.9,20.0,58.6,50.1,207,7.95,276.57,5.0,1
SHP1585,West,Road,Standard,201.5,620.8,56.7,24.0,51.4,82.1,208,9.51,307.1,5.0,1
SHP1586,East,Rail,Express,391.5,537.3,90.9,8.2,88.1,61.3,320,14.0,489.35,3.5,1
SHP1587,North,Road,Standard,429.5,265.9,52.9,9.6,75.1,84.6,70,10.54,363.86,5.0,1
SHP1588,South,Air,Standard,510.9,465.3,23.8,4.0,67.6,100.0,148,8.62,568.46,5.0,1
SHP1589,North,Road,Express,150.8,268.6,47.9,24.9,60.1,44.7,210,5.25,191.3,3.5,1
SHP1590,North,Rail,Standard,474.9,202.3,81.2,20.0,72.1,80.3,139,13.71,503.61,5.0,1
SHP1591,West,Road,Express,203.8,535.1,61.8,22.0,81.9,50.3,193,8.69,207.51,3.5,1
SHP1592,South,Road,Standard,277.8,124.4,39.9,6.6,56.4,77.1,202,8.09,286.22,5.0,1
SHP1593,South,Air,Standard,309.7,519.0,42.7,32.3,67.9,69.5,167,10.53,503.42,5.0,1
SHP1594,East,Air,Standard,453.7,342.1,44.9,13.1,80.2,73.6,214,10.97,572.83,5.0,1
SHP1595,North,Air,Express,369.2,348.3,61.5,19.3,40.9,61.1,251,6.02,558.98,3.5,1
SHP1596,South,Road,Standard,199.4,441.5,79.1,24.8,67.2,81.4,195,9.33,293.9,5.0,1
SHP1597,East,Road,Standard,47.8,467.2,73.9,10.1,62.0,54.6,181,8.0,160.79,5.0,1
SHP1598,East,Rail,Standard,328.4,256.0,63.2,13.6,66.1,86.9,199,10.22,316.51,5.0,1
SHP1599,West,Road,Standard,271.2,487.7,31.0,19.4,61.0,67.1,210,7.41,298.82,5.0,1
SHP1600,East,Rail,Standard,102.9,397.0,31.1,40.9,69.9,55.2,97,10.66,176.41,5.0,1
